product_name,product_price,number_of_reviews,product_category,product_source
2 PACK Grill BBQ Stove Chimney Charcoal And Blower Starter Fireplace Accessories Tools,"KSh 3,150",(0),home-kitchen,Local Dispatch
2pcs Solder Wire + Rosin Paste Flux Set - Welding Wire 60/40 Rosin Core Tin with Soldering Flux,KSh 799,(6),home-kitchen,Local Dispatch
"ElectroMate Power Cable Electric Power Extension with USB Ports, 5-Way Sockets, 4 USB Ports, and Independent Switches – For Home & Office Use",KSh 799,(21),home-kitchen,Fulfilled By Kilimall
"Skytone Pressure Cooker Stainless Steel with Outer Lid, 3 & 5  Litres, Induction and Gas Stove Compatible, Gasket Release System, 5 Years, ISI Certified,","KSh 2,349",(3),home-kitchen,Fulfilled By Kilimall
Spray Paint Matte Black Matte black,KSh 549,(4),home-kitchen,Local Dispatch
[NEW ARRIVALS!!] Meat Grinder Manual Mincer - Manual Meat Grinder Sausage Maker Table Mount Pork Mincer Sausage Stuffer Funnel Make Homemade Burger Patties Hand Operated Kitchen Tool,"KSh 1,999",(7),home-kitchen,Local Dispatch
Generic 4 Pcs Glass Jars 500ml,KSh 350,(26),home-kitchen,Local Dispatch
Fashion Warm Soft 6X6 Fleece Throw Blanket,"KSh 1,709",(34),home-kitchen,Local Dispatch
Thick Glass Mug Heat-Resistant 450ml Deer Coffee Cup Water Bottle  Milk Juice Cup Drinkware Travel Sealed Non-slip Set Straw Mug,KSh 950,(1),home-kitchen,Local Dispatch
Super Soft 5 BY 8 Fluffy Carpets Indoor Plush Area Rugs for Living Room Bedroom Anti-Skid ,"KSh 2,039",(41),home-kitchen,Local Dispatch
【Promotion】Nice One 6PCS 9 INCH Classique  Porcelain Bowl Dinner Bowls（SY-BOWL-9002  9INCH）,KSh 799,(1),home-kitchen,Fulfilled By Kilimall
Always 1000ml Stainless steel vacuum thermos cup vacuum flask travel bottle (AL52008),KSh 899,(163),home-kitchen,Fulfilled By Kilimall
"Chef Hat,Adult Adjustable Hook and Loop Tape Baker Hat Kitchen Cooking Chef Cap for Men Women Kids",KSh 499,(1),home-kitchen,Local Dispatch
New Classic Thick Carpet For Living Room Plush Rugs Children Bed Room Fluffy Floor Carpets Home Decor Rugs Velvet Mat Size: 5*8,"KSh 2,029",(259),home-kitchen,Local Dispatch
[LIMITED OFFERS!] Modern luxury curtains 2pcs [1.5mtrs+1.5mtrs] and sheer 1pc 2mtrs.,"KSh 1,899",(7),home-kitchen,Local Dispatch
Herb Tobacco Spice Weeds Grass Grinder Smoke Crusher Hand Crank Muller Mill Smoking Accessories,"KSh 1,299",(29),home-kitchen,Oversea Shipment
Laundry Basket Square-New (Assorted Colors),KSh 869,(2),home-kitchen,Local Dispatch
High quality Kitchen Metallic Flour  sieve,KSh 780,(6),home-kitchen,Local Dispatch
"Mosquito Net With Metallic Stand-- 4*6, 5*6, 6*6 ✨4x6, 5x6,6x6 ▪️Pink, purple, cream and white","KSh 1,199",(6),home-kitchen,Local Dispatch
Lights Waterproof LED Christmas String Multicolour Lights For Christmas Led 100 Bulbs In 10mtrs xmas decoration christmas tree decoration,KSh 595,(0),home-kitchen,Local Dispatch
13Pcs Metal Carving Knife Pen Style Art Seal Cutting Manual Combination Paper Cuttings Non-Slip Gadget DIY Precision Repair Tool,KSh 479,(17),home-kitchen,Fulfilled By Kilimall
"Sink Dredger/ Unblocker Usage: Kitchen, bathroom, toilet etc Deodorizes, unclogs drainage,  cleans, kills insects Made of alkaline solvents & surfactants powder Does not corrode pipes Capacity: 110g","KSh 1,300",(2),home-kitchen,Local Dispatch
Door Locks,"KSh 1,500",(0),home-kitchen,Local Dispatch
12pcs Christmas Tree Pendant Decorative Bells,KSh 650,(0),home-kitchen,Local Dispatch
HW 4*6/5*6/6*6 Scandinavia Bedding 4 pieces set 100% Washed Cotton Duvet Cover Set Luxury Soft Bedding Set with Zipper Closure (No duvet),"KSh 1,699",(68),home-kitchen,Fulfilled By Kilimall
PREMIUM 110V 3000W Kitchen Digital Tankless Instant Heater Faucet Hot/Cold Water Tap Torneiras Electric Kitchen Water Heater Tap,"KSh 3,949",(0),home-kitchen,Local Dispatch
Magic Broom Wiper Scraper 180° Rotatable Floor Cleaning Mop Wiper Household Sweeper Broom,KSh 599,(17),home-kitchen,Fulfilled By Kilimall
Single Woolen Duvet,"KSh 1,799",(4),home-kitchen,Local Dispatch
"New Arrivals18pcs Hole Saw Set Hole Saw Kit With General Purpose 3/4"" To 5""(19-127mm) Saw Blades  Mandrels Drill Bits Installation Plate Hex Key With Storage Case Idear For Wood Plywood PVC Board","KSh 1,359",(9),home-kitchen,Fulfilled By Kilimall
Kitchen utensils stainless steel bowl set set oven clip multifunctional silicone anti-scalding,KSh 299,(6),home-kitchen,Fulfilled By Kilimall
Impulse Electric Heat Sealer 200 Mm / 20cm Food Bag Sealing Machine,"KSh 2,000",(0),home-kitchen,Local Dispatch
LED Digital Backlit Alarm Clock WithThermometre And Calender,KSh 769,(40),home-kitchen,Fulfilled By Kilimall
Inflatable Sofa Beds Sofa Seats Heavy Weight,"KSh 7,500",(6),home-kitchen,Local Dispatch
Cookie Press Maker Kit for DIY Biscuit Maker and Decoration with 8 Stainless Steel Cookie discs and  nozzles (Stainless Steel),"KSh 2,190",(0),home-kitchen,Local Dispatch
Bathroom Shelf Organizer Toilet Adhesive Shampoo Gel Storage Basket Decoration Bathroom Corner Shower Shelf Rack Accessories,KSh 569,(136),home-kitchen,Fulfilled By Kilimall
LED Projectors Night Light Backlight Sunset Lamp RGB LED Ring Light Color Lamp USB Rainbow Lamp Desk Decoration Home Atmosphere Lighting,KSh 999,(5),home-kitchen,Oversea Shipment
Modern simple household water-absorbent quick-drying non-slip coffee table diatomite table mat kitchen countertop draining mat,KSh 420,(1),home-kitchen,Local Dispatch
New Classic Thick Carpet For Living Room Plush Rugs Children Bed Room Fluffy Floor Carpets Home Decor Rugs Velvet Mat,"KSh 2,299",(476),home-kitchen,Fulfilled By Kilimall
Round Anti-slip Bathroom Mat Antislip Non Slip Safety Mat,KSh 799,(3),home-kitchen,Local Dispatch
6Pcs Waterproof LED Ball Light Lamp Solar Power Outdoor Garden Path,"KSh 4,499",(1),home-kitchen,Local Dispatch
"Smart Video Door Bells Wireless WiFi Video Doorbell with Camera Smart Security Doorbell with Cloud Storage, Motion Detection, Two-Way Audio Home Intercom, Rechargeable Batteries, HD Night Vision","KSh 1,999",(0),home-kitchen,Fulfilled By Kilimall
"Hanging Light Fixtures,Minimalist Iron Lamp Body Chandelier,Monochrome White Light Interior Decorative Lighting Pendant Lamp,Entrance Restaurant Balcony Bedroom Suspension Lights (Color : Gold Full
","KSh 4,050",(0),home-kitchen,Local Dispatch
"KID'S STUDY TABLE AND CHAIR - Perfect for Kids in pre-school
Good abrasive resistance, Height adjustable 3-15 years .","KSh 5,180",(0),home-kitchen,Local Dispatch
20Pcs Multipurpose Grease-proof Paper/ Parchment Paper/ Baking Sheets(20 X 30inch) ,KSh 420,(4),home-kitchen,Local Dispatch
Modern Flower Vase Imitation Ceramic Flower Pot Decoration Home Plastic Vase Flower Arrangement Nordic Style Home Decoration.,"KSh 1,000",(0),home-kitchen,Local Dispatch
 2Pcs PVC Coated Steel Wire Anti-Rust Cloth Hanging Rope Clothesline Multicolor 20M,KSh 540,(0),home-kitchen,Local Dispatch
5 by 6 Super Unique Bedsheets set Of 4Pcs (2 Bedsheets & 2 Pillowcases),KSh 899,(6),home-kitchen,Local Dispatch
Cartoon Kitchen Apron with Pocket Oil-proof Waterproof Apron Hand wipe apron Household Cooking Tools Kitchen Cooking Accessories,KSh 359,(18),home-kitchen,Fulfilled By Kilimall
9pcs 2-6mm Soft Handle Ergonomic Crochet Hooks Set Aluminum Needle Head Crochet Kit Diy Handmade Sewing Weave Knitting Tools Suit  Single Head Crochet Hook,KSh 835,(0),home-kitchen,Oversea Shipment
Surprise Fashion Vape Customer-make  Vape  Surprise blind box open box to get different surprises,"KSh 1,200",(6),home-kitchen,Local Dispatch
"WATER PURIFIER.Generic 16L Tabletop Tap/Well/Salty Water Purifier 7Filter Stage Tap designed to filter cold tap and well water to remove rust, dissolved iron, heavy metals, chlorine, organic compounds","KSh 3,600",(1),home-kitchen,Local Dispatch
"DECOR/DUMMY BOOKS Decor books on offer for beautifying your shelves and spaces suitable for shelves, tables with all your favourite brands. Grab yours today while stocks last",KSh 499,(2),home-kitchen,Local Dispatch
A bunch of artificial home decor OPEN PETALS roses without vase (12 flowers) for your office or home table top/center pieces,KSh 548,(7),home-kitchen,Local Dispatch
Rotating 360 Spin Mopper And Bucket Set,"KSh 1,989",(0),home-kitchen,Local Dispatch
16 Colors RGB Bulb LED Multicolor Bulb E27 Base 220V Household Lighting Dimmable 24 Key Remote Control Atmosphere Neon Light,KSh 499,(25),home-kitchen,Fulfilled By Kilimall
Drop Resistance Water Bottle Leakproof Infuser Space Cup Portable Drinkware For Sports Outdoor,KSh 499,(232),home-kitchen,Fulfilled By Kilimall
【Promotion sale】Soft Pattern Multicolor Floor Mat Fluffy Bedroom Carpet Coffee Table Sofa Mat Hallway Floor Rugs Doormats,"KSh 2,049",(11),home-kitchen,Local Dispatch
50% shade net - # metrtes wide- Green in colour -Brand new- For the azolla pond or for the farm,KSh 383,(0),home-kitchen,Local Dispatch
Pillowcase 2 pieces (a pair) washed silk single product pocket pillowcase imitation silk envelope pillowcase satin pillowcase imitation silk pillowcase,KSh 699,(7),home-kitchen,Fulfilled By Kilimall
High Quality Pure Cotton White Duvet Set 4PCS(1 Duvet 1 Bedsheet 2 Pillowcases),"KSh 2,300",(3),home-kitchen,Local Dispatch
"Kitchen Dining  Place Mats Wooden cartoon insulation mat, dining table mat, non-slip pot mat, creative cute mat, tea coaster, bowl mat, coaster insulation mat",KSh 349,(13),home-kitchen,Fulfilled By Kilimall
Solar Power Fountain Submersible Floating Water Pump Bird Bath Pond Garden Decor,"KSh 1,059",(2),home-kitchen,Oversea Shipment
"Inflatable Travel Pillow, Adjustable Inflatable Neck Pillow, Portable Inflatable Pillow U-Shaped， for Airplanes,Traveling,Lumbar Support ",KSh 489,(6),home-kitchen,Fulfilled By Kilimall
5pcs/set Large Hooks Stainless Steel Strong Self Adhesive Hooks Key Storage Hanger Hooks Strong Self Adhesive Wall Hangers Suction Heavy Load Rack Punch-free Waterproof Kitchen Bathroom Hook,KSh 330,(82),home-kitchen,Fulfilled By Kilimall
"3 in 1 Motivational Water Bottles (3 Pack Half Gallon 2L, 900ml, 300ml)- the perfect set for staying hydrated and motivated throughout the day This set includes three bottles each made of high quality",KSh 860,(143),home-kitchen,Local Dispatch
"Lorenzetti Instant Water Heater Shower Head For Salty And Fresh Water + Amazing Gifts. Instant Shower Long lasting heating element 3 Features (Normal, Warm and Hot) Electronic temperature control","KSh 1,750",(22),home-kitchen,Local Dispatch
Stainless Steel Butcher Knife Seamless Meat Cleaver,KSh 718,(2),home-kitchen,Local Dispatch
Universal Power Strip Power Socket USB Charger Adapter Surge Protector Heavy Duty Overload Protection Plug Multiple Outlets 8 Way Outlets 5 USB 1 PD Charging Port 7 Feet Long Extension Cord,"KSh 1,499",(78),home-kitchen,Fulfilled By Kilimall
"Non-Marking Plastic Wall-Mounted Storage Basket, Toilet Storage Rack,Kitchen Storage Rack,Kitchen Organizer",KSh 429,(155),home-kitchen,Fulfilled By Kilimall
Household kitchen knife set 4 pieces kitchen knife chopping board fruit knife peeling knife,KSh 699,(2),home-kitchen,Fulfilled By Kilimall
26Pcs Acrylic Mirror Wall Stickers Round Mirror Decal Self-Adhesive Wall Sticker Decal DIY Removable Mural for Home Decoration,KSh 299,(20),home-kitchen,Fulfilled By Kilimall
Pet Steam Brush Cat Dog Cleaning Steamy Spray Massage Beauty Comb 3 in 1 Hair Removal Grooming Supplies Pets Cat Accessories,KSh 899,(6),home-kitchen,Fulfilled By Kilimall
"Pressurized Waterfall Shower Head, Adjustable Showerheads，Silicon, Stainless Steel, Handheld, 3 Spray Modes, High Pressure, Water Saving，Bathroom Accessories",KSh 898,(1),home-kitchen,Fulfilled By Kilimall
TC  PJ*M 5-Layer Shoe Rack Shelf Simple Multi-layer Shoe Cabinet Rack Household Economical Storage Rrack Coat Rack Hat Rack,"KSh 1,499",(419),home-kitchen,Fulfilled By Kilimall
"[ Limited Offer! ] Black Bed Pillows – Set of 2, Filled with Pure Fibre for Maximum Comfort""",KSh 599,(72),home-kitchen,Local Dispatch
3pcs/set Solid Color Bathroom Mat Set Fluffy Hairs Bath Carpets Modern Toilet Lid Cover Rugs Bathroom Products,"KSh 1,279",(2),home-kitchen,Fulfilled By Kilimall
Artificial Palm Flower with Decor stones and Vase,"KSh 1,799",(7),home-kitchen,Local Dispatch
Waterproof PEVA Shower Curtain Liner Transparent Mildew Curtains Bath Decor with Curtain Hook,KSh 549,(284),home-kitchen,Fulfilled By Kilimall
"1pc Self-Adhesive Toilet Paper Holder, Wall-Mounted No Punching SUS304 Stainless Steel Tissue Towel Roll Dispenser For Bathroom",KSh 499,(4),home-kitchen,Fulfilled By Kilimall
Waterproof PEVA Shower Curtain Liner Transparent Mildew Curtains Bath Decor with Curtain Hook,KSh 499,(77),home-kitchen,Fulfilled By Kilimall
"90 pc jar of POSITIVITY Gift set for women/men, Unique Gifts ,Gift for Mom/Dad ,Gifts for Birthday, Valentine’s Day Gifts ,Anniversary Gifts
 Gifts for him/her, Gift for a friend 
Gifts for Men/Women",KSh 799,(2),home-kitchen,Local Dispatch
25Pcs(S Size 20x18cm)Zip Bags Ziplock Fridge Storage Bags Double-layer Zipper Food Storage Bag For Food Fefrigerator Sealed Bag Kitchen Storage,KSh 380,(4),home-kitchen,Local Dispatch
Foldable clothes storage bag / laundry bin,KSh 769,(0),home-kitchen,Local Dispatch
6pcs 9’ Melamine plate P-20330 （Random printing）,KSh 399,(312),home-kitchen,Local Dispatch
SXCHEN Pet Nail Clipper  Pet Products Pet essential Pet nNail Clipper Cat Nail Clipper Novice Nail Clipper Nail Sharpener Cat and Dog Supplies Practical Pet Nail Clipper Toenail Pruning Tool Set,KSh 449,(9),home-kitchen,Fulfilled By Kilimall
Kitchen Timer Digital LCD Large Screen Magnetic Timers Electronic Baking Timer Reminder Loud Alarm Timer for Cooking,KSh 159,(6),home-kitchen,Fulfilled By Kilimall
6 PCS/Set Gradient Color Waterproof Latex Gloves Reusable Household Cleaning Gloves Dishwashing  Laundry Non-slip Waterproof Durable Type  Gloves  Protect Your Hands,KSh 379,(11),home-kitchen,Fulfilled By Kilimall
Home Decor Doormats Modern simple solid color shag carpet home entrance thick silk wool carpet bedroom coffee table living room entrance door mat,KSh 499,(13),home-kitchen,Fulfilled By Kilimall
Quality Corner shelf organiser For bathroom,KSh 950,(2),home-kitchen,Local Dispatch
2pcs Five Finger Bathing Gloves Bathing gloves Male and Female No Pain Whole Body Rubbing Mud Rubbing Back Rubbing Bathing Gloves Frosted Gloves Bathing God Tool Rubbing Back,KSh 299,(94),home-kitchen,Fulfilled By Kilimall
"Metallic spin mop with wheels and extra mop cloth; Household Cleaning Tools & Accessories Black 46× 22 × 26.5cm.360 rotating washable mop No spills, no shock and no damage to flo Red 360 Rotating Mo","KSh 2,250",(8),home-kitchen,Local Dispatch
"6pcs pvc  table mats,",KSh 920,(4),home-kitchen,Local Dispatch
64-Eggs Automatic Egg Incubator Temperature Control Hatcher For Hatching Chicken Duck Bird Quail Poultry,"KSh 13,599",(0),home-kitchen,Local Dispatch
"2 pieces 21V lithium batteries, Electric Cordless Drill,charging electric screwdriver, electric drill, handheld electric for Drilling Wood, Metal, Ceramics, Plastic EU plug","KSh 4,374",(5),home-kitchen,Fulfilled By Kilimall
"Windscreen Crack Repair Tool Kit Automotive Glass Nano Repair Fluid-Car Windshield Repair Resin Cracked Glass Repair Kit,Glass Corrector Set",KSh 599,(8),home-kitchen,Local Dispatch
Fireworks Firecrackers “Baruti” Party Celebrations Events Supplies 1 piace,KSh 600,(6),home-kitchen,Local Dispatch
Large capacity ton/ton bucket ton/ton cup Plastic water cup Big belly cup High temperature resistant Summer fitness and sports kettle ton/ton bucket,KSh 659,(17),home-kitchen,Fulfilled By Kilimall
"Folding Umbrellas Windproof Travel Umbrellas for Rain - Lightweight, Strong, Compact with for Men & Women",KSh 499,(210),home-kitchen,Fulfilled By Kilimall
"5FT Fully Decorated Christmas Tree with Lights, ornaments & Stand","KSh 4,500",(3),home-kitchen,Local Dispatch
SUNBELT 4*6 /170*215CM Light Duvet,KSh 699,(15),home-kitchen,Fulfilled By Kilimall
"Bath Towels, King Size - 100*150cm",KSh 750,(1),home-kitchen,Local Dispatch
high temperature  borosilicate glass 700ml infusion tea pot kettle,"KSh 1,449",(0),home-kitchen,Local Dispatch
【Promotion】Nice One 6PCS 8 INCH Classique  Porcelain Dinner Dish Plates（YHAX-PLATE-8-1 8INCH）,KSh 599,(44),home-kitchen,Fulfilled By Kilimall
"Perforation-Free Kitchen Under Hanging Basket Storage Shelf Cabinets Layered Partition Folding Basket Multi-Functional Table Under Hanging Storage Rack Contractile Activity Card Slot, Flexible Use",KSh 799,(7),home-kitchen,Fulfilled By Kilimall
Jaza Keja DIY 2 Columns Assembly Wardrobe (NO Curtains) Household Hanging Clothes Racks Bedroom Storage Wardrobe Simple Dormitories Room Clothes Storage Wardrobe,"KSh 2,499",(35),home-kitchen,Fulfilled By Kilimall
Big Round Mosquito Net Repellent Tent Bedding Accessories,KSh 789,(280),home-kitchen,Local Dispatch
"Garment home storage bag ,folding closet organizer for pillows,,home qualt blanket,duvets,clothes divider...extra large","KSh 1,353",(0),home-kitchen,Local Dispatch
12PCS Solar Garden Light Lamps,"KSh 2,999",(0),home-kitchen,Local Dispatch
3 in 1 1101 Shock Flashlifgt For Self Defense With Long Lighting Time & Unique Built-in Rechargeable Reliable Performance Electric Shock Flashlight Self Defense Torch With Laser Pointer.,KSh 989,(0),home-kitchen,Local Dispatch
"KILIMALL BLACK FRIDAY SPECIAL OFFER!!Big silicon place mats available,Round Placemats for Dining Table, Non-Slip Kids Placemats, Waterproof Heat Resistant Washable Indoor & Outdoor Placemat for table",KSh 354,(0),home-kitchen,Local Dispatch
Curtain rod DOUBLE BLACK+FREE COMPLETE BRACKETS,"KSh 1,349",(7),home-kitchen,Local Dispatch
RUTANPUMP 50m Submersible DC Solar Water Pump,"KSh 7,999",(0),home-kitchen,Local Dispatch
Self Cleaning Mop Squeeze Mop Floor Mops Reusable Microfiber Pads Hand-free Wash 360 Degree Cleaning Flat Mop Household Self Cleaning Tools,KSh 950,(0),home-kitchen,Local Dispatch
New Arrivals 4in1 Bedding sets & accessories duvet cover （1 quilt cover +1 bed sheet +2 Pillowcase ）without duvet and pillow insert,"KSh 1,599",(163),home-kitchen,Fulfilled By Kilimall
Matstar 1.5MM Twin with Earth Electrical Wiring Cable,"KSh 3,169",(2),home-kitchen,Local Dispatch
2 Pack Solar Street Lights Security Light Motion Sensor Lamp,"KSh 1,260",(0),home-kitchen,Local Dispatch
Husqvarna Heavy  Duty Commercial Powersaw Chain Saw 272XP Chain Saw,"KSh 69,999",(1),home-kitchen,Local Dispatch
2pc large capacity storage bag 75L  bag non-woven fabric oversized moisture-proof luggage duvet cloth storage bag storage bag Fast delivery within 1-5 days,KSh 680,(28),home-kitchen,Fulfilled By Kilimall
